,kepoi_name,koi_prad,koi_insol,koi_score,size_category
4715,K03262.01,1.94,133.34,0.966,super-earth-like
3709,K04092.01,2.74,64.25,0.966,super-earth-like
5134,K03484.01,4.17,19.59,0.966,neptune-like
2093,K00250.04,2.13,1.37,0.965,super-earth-like
3765,K04036.01,1.69,0.8,0.965,super-earth-like
2151,K02520.01,1.75,68.05,0.965,super-earth-like
1280,K01593.01,2.08,114.06,0.964,super-earth-like
1021,K01718.01,3.39,14.24,0.964,neptune-like
5613,K03663.01,8.98,1.15,0.963,Gas-Giant
3273,K00464.01,7.02,9.33,0.963,Gas-Giant
3057,K00070.05,0.9,36.82,0.963,earth-like
3213,K00398.01,8.73,6.9,0.963,Gas-Giant
3045,K00581.02,2.41,2.43,0.962,super-earth-like
1292,K01478.01,4.78,6.01,0.961,neptune-like
626,K01161.03,1.52,490.13,0.961,super-earth-like
2537,K02681.02,2.07,20.01,0.96,super-earth-like
2087,K02504.01,2.34,36.01,0.96,super-earth-like
4589,K03308.02,0.86,259.32,0.96,earth-like
2852,K03053.01,2.45,15.97,0.959,super-earth-like
174,K00119.01,8.2,47.4,0.959,Gas-Giant
1285,K01692.02,0.84,483.09,0.959,earth-like
3519,K00661.02,1.78,51.48,0.959,super-earth-like
1926,K02236.02,2.5,123.78,0.959,super-earth-like
6522,K03281.01,1.98,13.83,0.958,super-earth-like
2945,K00295.02,1.28,149.4,0.958,earth-like
3708,K04091.01,3.71,3.48,0.958,neptune-like
2725,K03025.01,1.84,45.19,0.958,super-earth-like
260,K00906.03,1.08,182.76,0.957,earth-like
2814,K03125.01,0.9,740.51,0.957,earth-like
1252,K01535.01,1.63,7.11,0.956,super-earth-like
4523,K03296.01,1.96,3.51,0.956,super-earth-like
2032,K02564.01,4.96,77.68,0.956,neptune-like
3867,K04212.01,1.69,528.14,0.956,super-earth-like
2228,K02460.01,1.51,22.24,0.956,super-earth-like
3443,K00697.01,3.62,1218.88,0.955,neptune-like
4674,K03255.01,1.56,2.14,0.955,super-earth-like
7582,K02714.03,2.57,4.93,0.955,super-earth-like
3141,K00590.02,3.58,29.58,0.955,neptune-like
6942,K05622.01,3.24,0.37,0.954,neptune-like
3420,K00638.02,3.51,7.38,0.954,neptune-like
3193,K00094.03,6.07,27.4,0.953,Gas-Giant
305,K00936.01,2.13,6.47,0.953,super-earth-like
1994,K02634.01,2.42,28.29,0.952,super-earth-like
87,K00116.04,1.31,41.94,0.952,earth-like
2571,K00275.01,2.4,161.97,0.952,super-earth-like
1936,K02086.03,1.69,176.27,0.951,super-earth-like
2174,K02524.01,2.41,36.5,0.951,super-earth-like
2215,K02533.01,3.34,1540.84,0.95,neptune-like
2637,K02698.01,3.39,9.37,0.95,neptune-like
1374,K01831.02,1.15,180.22,0.95,earth-like
2284,K02625.01,1.37,264.63,0.95,earth-like
97,K00116.03,0.79,256.35,0.95,earth-like
685,K01306.03,1.31,168.51,0.95,earth-like
4167,K04202.01,2.53,2.82,0.949,super-earth-like
4825,K03287.01,1.6,12.38,0.949,super-earth-like
311,K00938.03,1.78,210.16,0.949,super-earth-like
2451,K02943.01,1.56,16.35,0.948,super-earth-like
3988,K02732.02,1.46,198.73,0.948,earth-like
4122,K02842.03,1.4,17.31,0.947,earth-like
5269,K02011.02,1.16,146.92,0.947,earth-like
4078,K02365.02,1.86,10.84,0.947,super-earth-like
4824,K03286.01,1.41,8.31,0.945,earth-like
377,K01052.02,1.67,258.41,0.945,super-earth-like
4235,K04491.01,2.09,8.02,0.944,super-earth-like
1807,K02289.01,2.28,18.7,0.944,super-earth-like
1564,K01932.01,3.36,189.46,0.944,neptune-like
5102,K03407.01,2.89,3.46,0.943,super-earth-like
161,K00847.01,7.59,9.88,0.942,Gas-Giant
2182,K02376.01,2.34,28.85,0.942,super-earth-like
2623,K02756.01,1.11,5246.66,0.941,earth-like
6071,K03096.01,0.72,49.51,0.941,earth-like
2680,K03014.01,3.11,8.93,0.941,neptune-like
2252,K02466.02,0.91,16.64,0.94,earth-like
5172,K03348.01,2.2,23.35,0.94,super-earth-like
6491,K02473.03,2.08,38.6,0.94,super-earth-like
2681,K03015.01,0.9,900.38,0.939,earth-like
724,K01311.01,6.63,43.62,0.939,Gas-Giant
2004,K02484.01,1.47,14.91,0.939,earth-like
2332,K02704.02,0.92,6.12,0.939,earth-like
1512,K02069.01,3.7,21.37,0.937,neptune-like
7474,K06145.01,4.07,160.98,0.937,neptune-like
2043,K02418.01,1.68,0.35,0.937,super-earth-like
1268,K01472.01,6.31,5.44,0.936,Gas-Giant
2628,K02838.02,0.81,395.06,0.936,earth-like
850,K01275.01,3.88,20.59,0.936,neptune-like
931,K01413.03,1.74,19.13,0.935,super-earth-like
598,K01089.01,9.83,8.41,0.934,Gas-Giant
4196,K04550.01,1.84,1.28,0.934,super-earth-like
2937,K03071.01,2.84,71.16,0.933,super-earth-like
1534,K01788.01,5.76,3.15,0.933,neptune-like
1482,K01916.03,1.01,1652.5,0.933,earth-like
2582,K02748.01,2.61,93.34,0.933,super-earth-like
3073,K00584.03,1.15,173.79,0.932,earth-like
2157,K02595.02,1.12,155.87,0.932,earth-like
3277,K00510.03,2.7,69.31,0.932,super-earth-like
3201,K00504.01,2.67,17.4,0.932,super-earth-like
2388,K02857.02,1.33,315.02,0.931,earth-like
4104,K04190.01,0.75,390.57,0.931,earth-like
832,K01273.01,3.43,13.57,0.927,neptune-like
5624,K01792.01,4.55,6.65,0.927,neptune-like
4636,K01422.04,1.18,0.39,0.927,earth-like
3640,K02289.02,1.58,85.34,0.927,super-earth-like
5008,K03458.01,1.45,88.83,0.925,earth-like
2068,K02498.01,0.73,90.19,0.922,earth-like
3315,K00412.01,7.31,590.84,0.922,Gas-Giant
3089,K00536.01,4.71,8.55,0.921,neptune-like
953,K01416.01,15.75,929.47,0.92,Gas-Giant
274,K00125.01,13.26,13.01,0.92,Gas-Giant
4531,K04765.01,1.24,170.74,0.919,earth-like
1977,K02097.01,2.06,15.8,0.919,super-earth-like
2914,K00284.02,1.4,309.12,0.919,earth-like
2037,K02643.01,1.35,68.75,0.918,earth-like
2385,K02856.01,2.88,46.82,0.918,super-earth-like
4169,K02433.03,2.9,19.37,0.917,super-earth-like
2716,K00046.02,1.18,496.46,0.917,earth-like
6025,K00351.06,1.29,300.58,0.916,earth-like
2791,K03039.01,1.01,55.07,0.915,earth-like
3700,K00435.05,3.05,10.05,0.915,neptune-like
3918,K04290.01,0.79,3.7,0.914,earth-like
1274,K00003.01,4.82,96.67,0.913,neptune-like
163,K00118.01,2.29,60.88,0.912,super-earth-like
1075,K01618.01,0.82,2228.09,0.912,earth-like
383,K01113.02,2.73,11.59,0.912,super-earth-like
4588,K01196.03,3.21,49.9,0.912,neptune-like
1815,K02134.01,2.54,22.94,0.912,super-earth-like
7285,K04385.02,2.96,0.45,0.911,super-earth-like
701,K01306.04,1.81,20.03,0.91,super-earth-like
669,K01426.02,6.39,6.62,0.907,Gas-Giant
7218,K00520.04,1.51,5.96,0.905,super-earth-like
4172,K02498.02,0.8,37.3,0.905,earth-like
6764,K05706.01,3.2,0.89,0.904,neptune-like
6132,K03791.02,5.94,5.4,0.902,neptune-like
4876,K03365.01,3.94,63.98,0.901,neptune-like
2594,K02906.01,1.33,175.14,0.901,earth-like
3118,K00597.03,3.33,23.57,0.9,neptune-like
1513,K02071.01,0.93,210.44,0.9,earth-like
1322,K01599.01,2.9,44.8,0.9,super-earth-like
1387,K01970.02,2.89,3.95,0.899,super-earth-like
4797,K03220.01,4.63,17.53,0.899,neptune-like
1964,K02169.01,0.92,158.12,0.897,earth-like
4178,K04617.01,1.52,69.3,0.896,super-earth-like
874,K01278.03,1.02,105.63,0.896,earth-like
1543,K01930.03,2.61,50.42,0.896,super-earth-like
3173,K00446.02,1.97,7.21,0.895,super-earth-like
4015,K04446.01,2.99,18.44,0.895,super-earth-like
2080,K02655.01,1.83,49.81,0.894,super-earth-like
1644,K01950.01,3.44,4.71,0.894,neptune-like
2727,K00282.03,1.85,9.76,0.894,super-earth-like
2859,K03141.01,1.24,1164.84,0.893,earth-like
1389,K02038.03,1.39,36.38,0.889,earth-like
1148,K01515.01,0.87,97.94,0.889,earth-like
2614,K02910.01,1.8,32.23,0.887,super-earth-like
3451,K00645.01,1.95,257.22,0.886,super-earth-like
617,K01031.01,1.64,78.26,0.885,super-earth-like
440,K01060.04,1.74,405.75,0.884,super-earth-like
5279,K00435.03,2.36,23.4,0.884,super-earth-like
2234,K02536.01,2.43,20.36,0.883,super-earth-like
3162,K00087.01,2.34,1.03,0.881,super-earth-like
3282,K00089.01,3.37,32.96,0.881,neptune-like
396,K00986.02,1.75,4.53,0.881,super-earth-like
2947,K00351.02,7.7,3.22,0.88,Gas-Giant
1550,K02010.01,3.25,123.11,0.879,neptune-like
144,K00835.02,2.37,4.22,0.878,super-earth-like
2731,K03106.01,1.08,2730.51,0.877,earth-like
4786,K04745.01,2.32,0.7,0.877,super-earth-like
3958,K04230.01,1.3,661.04,0.877,earth-like
151,K00852.01,2.66,372.62,0.876,super-earth-like
609,K00013.01,21.42,37958.27,0.875,
4342,K04513.01,0.94,266.81,0.872,earth-like
2256,K02541.01,3.36,973.85,0.868,neptune-like
3889,K04215.01,2.54,115.61,0.868,super-earth-like
3150,K00442.03,1.56,208.92,0.868,super-earth-like
1468,K02051.01,2.66,37.99,0.862,super-earth-like
4937,K03445.01,4.47,13.05,0.861,neptune-like
1483,K01989.01,2.28,1.92,0.861,super-earth-like
5314,K03681.01,11.17,3.29,0.86,Gas-Giant
1897,K02153.01,2.81,24.58,0.859,super-earth-like
2877,K03144.01,1.59,7.33,0.858,super-earth-like
707,K01364.04,1.46,237.42,0.857,earth-like
6003,K02147.02,1.25,116.56,0.854,earth-like
1599,K01876.01,2.45,1.08,0.854,super-earth-like
5080,K03403.01,2.23,42.32,0.849,super-earth-like
438,K00992.01,2.41,177.83,0.848,super-earth-like
7126,K05856.01,6.04,9.65,0.848,Gas-Giant
2621,K02754.01,0.74,1715.26,0.844,earth-like
5097,K00284.04,1.41,6.96,0.844,earth-like
1325,K01601.02,2.75,10.73,0.838,super-earth-like
2185,K02378.01,1.19,282.97,0.836,earth-like
4826,K03288.01,3.35,14.01,0.834,neptune-like
2405,K02859.02,0.65,516.85,0.829,earth-like
497,K01203.03,4.14,13.57,0.829,neptune-like
554,K01082.03,1.25,945.12,0.821,earth-like
3681,K04084.01,2.68,1.59,0.82,super-earth-like
1040,K01722.01,1.63,54.19,0.82,super-earth-like
2101,K02672.01,4.7,5.47,0.82,neptune-like
1978,K02098.01,2.26,85.76,0.816,super-earth-like
379,K01052.04,2.39,22.21,0.815,super-earth-like
6720,K05568.01,6.71,172.96,0.814,Gas-Giant
10,K00001.01,13.04,761.46,0.811,Gas-Giant
5500,K01915.02,2.65,29.08,0.808,super-earth-like
900,K01342.01,1.29,614.52,0.808,earth-like
4278,K04500.01,1.37,74.58,0.806,earth-like
2613,K00275.02,2.57,17.96,0.803,super-earth-like
1145,K00194.01,14.16,680.79,0.802,Gas-Giant
2832,K03049.01,1.21,7.27,0.799,earth-like
2545,K00270.02,1.86,45.09,0.797,super-earth-like
5259,K02092.03,29.77,11.0,0.783,
3527,K00711.03,2.69,3.78,0.772,super-earth-like
9014,K07016.01,1.09,0.56,0.771,earth-like
2880,K03146.01,1.62,29.97,0.768,super-earth-like
3628,K00679.02,0.92,112.41,0.767,earth-like
3361,K00416.02,2.96,2.67,0.766,super-earth-like
378,K01052.03,2.39,12.14,0.765,super-earth-like
5507,K03794.01,22.95,1004.07,0.761,
1275,K00020.01,18.05,757.65,0.761,Gas-Giant
421,K01060.02,1.7,835.65,0.758,super-earth-like
2290,K02403.01,1.32,136.61,0.757,earth-like
2673,K00365.01,2.16,5.2,0.755,super-earth-like
728,K00018.01,14.92,1708.28,0.754,Gas-Giant
1875,K02148.03,1.14,776.7,0.749,earth-like
1060,K01726.01,2.0,4.89,0.748,super-earth-like
98,K00806.02,12.19,6.77,0.745,Gas-Giant
2231,K02463.01,1.04,271.25,0.743,earth-like
4110,K04261.01,1.21,1970.75,0.741,earth-like
2275,K02545.01,1.42,865.81,0.739,earth-like
1300,K01596.02,1.87,0.41,0.738,super-earth-like
2393,K02936.01,1.26,180.05,0.73,earth-like
306,K00936.02,1.24,151.14,0.704,earth-like
1290,K00172.02,1.73,1.59,0.693,super-earth-like
739,K00156.01,1.29,15.59,0.68,earth-like
3868,K00571.05,1.18,0.23,0.677,earth-like
1163,K01760.01,2.25,214.86,0.677,super-earth-like
5153,K03418.01,3.85,9.1,0.67,neptune-like
4252,K04706.01,1.31,7.92,0.665,earth-like
5591,K01932.02,2.49,336.06,0.636,super-earth-like
229,K00012.01,13.16,163.04,0.635,Gas-Giant
2659,K03008.01,1.12,1611.51,0.603,earth-like
1343,K01955.02,2.8,44.26,0.603,super-earth-like
2943,K00294.01,2.78,42.68,0.59,super-earth-like
3340,K00070.03,2.59,5.87,0.563,super-earth-like
3050,K00582.03,1.93,64.29,0.559,super-earth-like
4364,K04585.01,1.21,754.37,0.552,earth-like
1893,K02080.01,2.95,6.76,0.526,super-earth-like
4696,K03260.01,4.01,17.59,0.502,neptune-like
1903,K02227.01,3.93,13.04,0.485,neptune-like
5242,K03361.01,2.33,10.04,0.484,super-earth-like
3525,K00711.01,3.05,14.81,0.483,neptune-like
2754,K00285.03,1.91,38.86,0.476,super-earth-like
235,K00124.01,2.57,244.3,0.415,super-earth-like
1953,K02328.01,2.42,30.62,0.407,super-earth-like
1614,K01809.02,1.46,279.43,0.404,earth-like
3647,K04068.01,3.78,47.9,0.402,neptune-like
1428,K02045.02,1.5,9.8,0.4,earth-like
3610,K00676.01,3.22,14.45,0.378,neptune-like
3043,K03138.02,0.53,0.16,0.374,earth-like
1613,K01809.01,2.2,75.58,0.371,super-earth-like
4043,K04246.01,1.19,297.15,0.364,earth-like
1537,K01862.01,2.37,11.04,0.359,super-earth-like
4486,K04473.01,1.25,164.06,0.334,earth-like
1337,K01553.01,8.76,20.08,0.331,Gas-Giant
3588,K00623.01,1.44,177.25,0.284,earth-like
2889,K02981.01,1.9,65.52,0.254,super-earth-like
1381,K01895.03,1.84,3.39,0.243,super-earth-like
1002,K01236.02,3.82,350.46,0.242,neptune-like
1805,K02287.01,0.98,15.15,0.199,earth-like
1712,K02347.01,0.99,473.45,0.15,earth-like
4148,K04199.01,0.82,2901.68,0.146,earth-like
760,K01257.01,9.4,7.28,0.117,Gas-Giant
3763,K04034.01,6.14,2341.58,0.1,Gas-Giant
680,K01241.02,5.68,852.28,0.098,neptune-like
1001,K01236.01,5.47,84.66,0.086,neptune-like
3816,K02287.02,0.79,6.94,0.08,earth-like
3521,K00663.01,1.37,77.57,0.073,earth-like
2454,K00277.02,1.45,214.98,0.063,earth-like
1799,K02133.01,14.93,3095.83,0.059,Gas-Giant
778,K01450.01,59.19,2146.82,0.041,
3524,K00663.02,1.58,5.4,0.008,super-earth-like
1730,K00240.01,4.14,517.66,0.007,neptune-like
2699,K00372.01,10.02,5.35,0.006,Gas-Giant
5051,K03398.01,5.05,1891.07,0.002,neptune-like
3701,K02175.02,4.21,25.83,0.001,neptune-like
3272,K00463.01,1.55,1.21,0.001,super-earth-like
6463,K00701.04,1.43,0.44,0.0,earth-like
3253,K00509.03,2.22,14.47,0.0,super-earth-like
2722,K00377.01,7.74,45.05,0.0,Gas-Giant
1757,K02121.01,1.74,301.74,0.0,super-earth-like
1153,K01574.02,6.47,6.14,0.0,Gas-Giant
5034,K03465.01,0.81,37.12,0.0,earth-like
3176,K00448.02,2.05,1.35,0.0,super-earth-like
3105,K00072.01,1.43,3630.32,0.0,earth-like
3747,K04169.01,0.85,1893.23,0.0,earth-like
987,K01298.02,1.87,0.78,0.0,super-earth-like
3086,K00490.02,9.27,0.07,0.0,Gas-Giant
1318,K00179.02,5.8,1.15,0.0,neptune-like
1327,K00191.04,2.07,13.28,0.0,super-earth-like
1681,K02173.02,1.16,3.82,0.0,earth-like
2355,K02708.01,1.52,880.33,0.0,super-earth-like
2929,K00351.01,10.89,1.76,0.0,Gas-Giant
6617,K05416.01,6.28,0.78,0.0,Gas-Giant
653,K00961.02,0.76,66.14,0.0,earth-like
5487,K03791.01,7.23,2.14,0.0,Gas-Giant
219,K00884.02,2.92,18.65,0.0,super-earth-like
5571,K03728.01,22.27,7027.09,0.0,
9083,K05447.02,0.68,323.21,0.0,earth-like
